CATEGORIA;ene-15;feb-15;mar-15;abr-15;may-15;jun-15;jul-15;ago-15;sept-15;oct-15;nov-15;dic-15;ene-16;feb-16;mar-16;abr-16;may-16;jun-16;jul-16;ago-16;sept-16;oct-16;nov-16;dic-16;ene-17;feb-17;mar-17;abr-17;may-17;jun-17;jul-17;ago-17;sept-17;oct-17;nov-17;dic-17;ene-18;feb-18;mar-18;abr-18;may-18;jun-18;jul-18;ago-18;sept-18;oct-18;nov-18;dic-18;ene-19;feb-19;mar-19;abr-19;may-19;jun-19;jul-19;ago-19;sept-19;oct-19;nov-19;dic-19;ene-20;feb-20;mar-20;abr-20;may-20;jun-20;jul-20;ago-20;sept-20;oct-20;nov-20;dic-20;ene-21;feb-21;mar-21;abr-21;may-21;jun-21;jul-21;ago-21;sept-21;oct-21;nov-21;dic-21;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sept-22;oct-22;nov-22;dic-22;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sept-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sept-24;oct-24;nov-24;dic-24;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;
SUB CAPATAZ;10.930;11.476;11.476;12.107;12.107;19.196;12.797;13.629;13.629;14.542;14.542;21.813;14.542;15.269;15.269;16.033;16.033;25.541;17.027;18.459;18.459;18.459;19.936;29.904;19.936;20.733;20.733;21.563;21.563;22.563;22.563;23.691;23.691;25.021;25.021;37.532;25.021;26.772;26.772;26.772;26.772;42.035;28.774;30.025;30.025;31.276;32.026;49.541;35.029;37.481;37.481;39.730;39.730;62.039;41.359;43.840;43.840;46.339;49.027;73.541;52.458;52.458;57.704;57.704;60.590;90.885;63.619;63.619;66.800;66.800;70.808;106.212;75.764;79.553;79.553;79.553;83.530;125.295;91.883;91.883;98.591;98.591;105.788;158.682;113.458;119.131;119.131;119.131;125.087;201.704;147.915;147.915;162.707;178.978;196.875;311.556;228.474;228.474;255.891;255.891;291.716;437.574;335.473;379.084;416.992;471.201;513.610;855.161;712.634;855.161;957.780;1.058.347;1.143.015;1.517.843;1.188.736;1.307.610;1.307.610;1.412.218;1.412.218;2.160.695;1.541.295;1.541.295;1.578.286;1.635.105;1.635.105;2.501.711;1.726.180;1.726.180;1.726.180;1.847.013;1.847.013;2.770.520;1.847.013;1.847.013;1.847.013;1.847.013;1.847.013;2.770.520;1.847.013;1.847.013;1.847.013;1.847.013;1.847.013;2.770.520;
ENCARGADO PORTERIA;11.277;11.841;11.841;12.492;12.492;19.806;13.204;14.063;14.063;15.005;15.005;22.508;15.005;15.755;15.755;16.543;16.543;26.352;17.568;19.046;19.046;19.046;20.570;30.855;20.570;21.393;21.393;22.249;22.249;23.281;23.281;24.445;24.445;25.816;25.816;38.724;25.816;27.623;27.623;27.623;27.623;43.371;29.689;30.979;30.979;32.270;33.045;51.116;36.143;38.673;38.673;40.993;40.993;64.011;42.674;45.234;45.234;47.813;50.586;75.879;54.127;54.127;59.539;59.539;62.516;93.774;65.642;65.642;68.924;68.924;73.060;109.590;78.174;82.083;82.083;82.083;86.187;129.281;94.805;94.805;101.726;101.726;109.152;163.728;117.066;122.919;122.919;122.919;129.065;208.118;152.619;152.619;167.881;184.669;203.136;321.464;235.740;235.740;264.029;264.029;300.993;451.490;346.142;391.140;430.254;486.187;529.944;882.357;735.297;882.357;988.240;1.092.004;1.179.365;1.517.843;1.226.539;1.349.193;1.349.193;1.457.129;1.457.129;2.229.408;1.590.311;1.590.311;1.628.478;1.687.103;1.687.103;2.581.268;1.781.075;1.781.075;1.781.075;1.905.750;1.905.750;2.858.625;1.905.750;1.905.750;1.905.750;1.905.750;1.905.750;2.858.625;1.905.750;1.905.750;1.905.750;1.905.750;1.905.750;2.858.625;
ENCARGADO LABORATORIO;11.277;11.841;11.841;12.492;12.492;19.806;13.204;14.063;14.063;15.005;15.005;22.508;15.005;15.755;15.755;16.543;16.543;26.352;17.568;19.046;19.046;19.046;20.570;30.855;20.570;21.393;21.393;22.249;22.249;23.281;23.281;24.445;24.445;25.816;25.816;38.724;25.816;27.623;27.623;27.623;27.623;43.371;29.689;30.979;30.979;32.270;33.045;51.116;36.143;38.673;38.673;40.993;40.993;64.011;42.674;45.234;45.234;47.813;50.586;75.879;54.127;54.127;59.539;59.539;62.516;93.774;65.642;65.642;68.924;68.924;73.060;109.590;78.174;82.083;82.083;82.083;86.187;129.281;94.805;94.805;101.726;101.726;109.152;163.728;117.066;122.919;122.919;122.919;129.065;208.118;152.619;152.619;167.881;184.669;203.136;321.464;235.740;235.740;264.029;264.029;300.993;451.490;346.142;391.140;430.254;486.187;529.944;882.357;735.297;882.357;988.240;1.092.004;1.179.365;1.517.843;1.226.539;1.349.193;1.349.193;1.457.129;1.457.129;2.229.408;1.590.311;1.590.311;1.628.478;1.687.103;1.687.103;2.581.268;1.781.075;1.781.075;1.781.075;1.905.750;1.905.750;2.858.625;1.905.750;1.905.750;1.905.750;1.905.750;1.905.750;2.858.625;1.905.750;1.905.750;1.905.750;1.905.750;1.905.750;2.858.625;
ENCARGADO ADMINISTRATIVO;11.277;11.841;11.841;12.492;12.492;19.806;13.204;14.063;14.063;15.005;15.005;22.508;15.005;15.755;15.755;16.543;16.543;26.352;17.568;19.046;19.046;19.046;20.570;30.855;20.570;21.393;21.393;22.249;22.249;23.281;23.281;24.445;24.445;25.816;25.816;38.724;25.816;27.623;27.623;27.623;27.623;43.371;29.689;30.979;30.979;32.270;33.045;51.116;36.143;38.673;38.673;40.993;40.993;64.011;42.674;45.234;45.234;47.813;50.586;75.879;54.127;54.127;59.539;59.539;62.516;93.774;65.642;65.642;68.924;68.924;73.060;109.590;78.174;82.083;82.083;82.083;86.187;129.281;94.805;94.805;101.726;101.726;109.152;163.728;117.066;122.919;122.919;122.919;129.065;208.118;152.619;152.619;167.881;184.669;203.136;321.464;235.740;235.740;264.029;264.029;300.993;451.490;346.142;391.140;430.254;486.187;529.944;882.357;735.297;882.357;988.240;1.092.004;1.179.365;1.517.843;1.226.539;1.349.193;1.349.193;1.457.129;1.457.129;2.229.408;1.590.311;1.590.311;1.628.478;1.687.103;1.687.103;2.581.268;1.781.075;1.781.075;1.781.075;1.905.750;1.905.750;2.858.625;1.905.750;1.905.750;1.905.750;1.905.750;1.905.750;2.858.625;1.905.750;1.905.750;1.905.750;1.905.750;1.905.750;2.858.625;
CAPATAZ;11.277;11.841;11.841;12.492;12.492;19.806;13.204;14.063;14.063;15.005;15.005;22.508;15.005;15.755;15.755;16.543;16.543;26.352;17.568;19.046;19.046;19.046;20.570;30.855;20.570;21.393;21.393;22.249;22.249;23.281;23.281;24.445;24.445;25.816;25.816;38.724;25.816;27.623;27.623;27.623;27.623;43.371;29.689;30.979;30.979;32.270;33.045;51.011;36.143;38.673;38.673;40.993;40.993;64.011;42.674;45.234;45.234;47.813;50.586;75.879;54.127;54.127;59.539;59.539;62.516;93.774;65.642;65.642;68.924;68.924;73.060;109.590;78.174;82.083;82.083;82.083;86.187;129.281;94.805;94.805;101.726;101.726;109.152;163.728;117.066;122.919;122.919;122.919;129.065;208.118;152.619;152.619;167.881;184.669;203.136;321.464;235.740;235.740;264.029;264.029;300.993;451.490;346.142;391.140;430.254;486.187;529.944;882.357;735.297;882.357;988.240;1.092.004;1.179.365;1.517.843;1.226.539;1.349.193;1.349.193;1.457.129;1.457.129;2.229.408;1.590.311;1.590.311;1.628.478;1.687.103;1.687.103;2.581.268;1.781.075;1.781.075;1.781.075;1.905.750;1.905.750;2.858.625;1.905.750;1.905.750;1.905.750;1.905.750;1.905.750;2.858.625;1.905.750;1.905.750;1.905.750;1.905.750;1.905.750;2.858.625;
SUPERVISOR;11.639;12.221;12.221;12.894;12.894;20.442;13.628;14.514;14.514;15.487;15.487;23.231;15.487;16.261;16.261;17.074;17.074;27.200;18.133;19.658;19.658;19.658;21.231;31.847;21.231;22.079;22.079;22.962;22.962;24.028;24.028;25.229;25.229;26.645;26.645;39.968;26.645;28.510;28.510;28.510;28.510;44.763;30.641;31.973;31.973;33.306;34.105;52.757;37.302;39.913;39.913;42.308;42.308;66.065;44.043;46.686;46.686;49.347;50.586;75.879;55.863;55.863;61.450;61.450;64.522;96.783;67.748;67.748;71.136;71.136;75.404;113.106;80.682;84.716;84.716;84.716;88.952;133.428;97.847;97.847;104.990;104.990;112.654;168.981;120.822;126.863;126.863;126.863;133.206;214.796;157.517;157.517;173.268;190.595;209.654;331.778;243.304;243.304;272.500;272.500;310.650;465.975;357.247;403.689;444.058;501.785;546.946;910.665;758.888;910.665;1.019.945;1.127.039;1.217.203;1.517.843;1.265.291;1.392.480;1.392.480;1.503.879;1.503.879;2.300.934;1.641.333;1.641.333;1.680.725;1.741.231;1.741.231;2.664.084;1.838.218;1.838.218;1.838.218;1.966.893;1.966.893;2.950.340;1.966.893;1.966.893;1.966.893;1.966.893;1.966.893;2.950.340;1.966.893;1.966.893;1.966.893;1.966.893;1.966.893;2.950.340;
CORREDORES Y VIAJANTES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIAJANTE ;8.453;8.875;8.875;9.363;9.363;14.846;9.897;10.541;10.541;11.247;11.247;16.871;11.247;11.809;11.809;12.400;12.400;19.752;13.168;14.276;14.276;14.276;15.418;23.127;15.418;16.035;16.035;16.676;16.676;17.450;17.450;18.322;18.322;19.350;19.350;29.025;19.350;20.705;20.705;20.705;20.705;32.508;22.253;23.220;23.220;24.188;24.768;38.313;27.090;28.986;28.986;30.725;30.725;47.978;31.985;33.905;33.905;35.837;37.916;56.874;40.570;40.570;44.627;44.627;46.858;70.287;49.201;49.201;51.661;51.661;54.761;82.142;58.594;61.524;61.524;61.524;64.600;96.900;71.060;71.060;76.248;76.248;81.814;122.721;87.745;92.133;92.133;92.133;96.739;155.993;114.394;114.394;125.833;138.417;152.259;240.950;176.696;176.696;197.900;197.900;225.606;338.409;259.447;293.175;322.493;364.417;397.214;661.362;551.135;661.362;740.725;818.502;883.982;1.379.012;919.341;1.011.276;1.011.276;1.092.178;1.092.178;1.671.032;1.192.003;1.192.003;1.220.611;1.264.553;1.264.553;1.934.766;1.334.988;1.334.988;1.334.988;1.428.437;1.428.437;2.142.656;1.428.437;1.428.437;1.428.437;1.428.437;1.428.437;2.142.656;1.428.437;1.428.437;1.428.437;1.428.437;1.428.437;2.142.656;
VIAJANTE 2° AÑO;8.668;9.101;9.101;9.602;9.602;15.224;10.149;10.809;10.809;11.533;11.533;17.300;11.533;12.109;12.109;12.715;12.715;20.255;13.503;14.639;14.639;14.639;15.810;23.715;15.810;16.442;16.442;17.100;17.100;17.894;17.894;18.788;18.788;19.842;19.842;29.763;19.842;21.231;21.231;21.231;21.231;33.335;22.819;23.810;23.810;24.803;25.398;39.288;27.779;29.724;29.724;31.507;31.507;49.199;32.799;34.767;34.767;36.749;38.880;58.320;41.602;41.602;45.762;45.762;48.050;72.075;50.452;50.452;52.975;52.975;56.153;84.230;60.084;63.088;63.088;63.088;66.243;99.365;72.867;72.867;78.186;78.186;83.894;125.841;89.976;94.475;94.475;94.475;99.199;159.959;117.303;117.303;129.033;141.936;156.130;247.076;181.188;181.188;202.931;202.931;231.341;347.012;266.042;300.627;330.690;373.680;407.311;678.173;565.144;678.173;759.554;839.307;906.452;1.414.065;942.710;1.036.981;1.036.981;1.119.940;1.119.940;1.713.507;1.222.302;1.222.302;1.251.637;1.296.696;1.296.696;1.983.945;1.368.922;1.368.922;1.368.922;1.464.747;1.464.747;2.197.121;1.464.747;1.464.747;1.464.747;1.464.747;1.464.747;2.197.121;1.464.747;1.464.747;1.464.747;1.464.747;1.464.747;2.197.121;
VIAJANTE 5° AÑO;8.989;9.438;9.438;9.957;9.957;15.788;10.525;11.209;11.209;11.960;11.960;17.940;11.960;12.558;12.558;13.786;13.786;21.005;14.003;15.181;15.181;15.181;16.395;24.593;16.395;17.051;17.051;17.733;17.733;18.556;18.556;19.483;19.483;20.576;20.576;30.864;20.576;22.017;22.017;22.017;22.017;34.569;23.663;24.692;24.692;25.721;26.338;40.742;28.807;30.823;30.823;32.672;32.672;51.018;34.012;36.053;36.053;38.108;40.319;60.479;43.141;43.141;47.455;47.455;49.828;74.742;52.319;52.319;54.935;54.935;58.231;87.347;62.307;65.423;65.423;65.423;68.694;103.041;75.563;75.563;81.079;81.079;86.998;130.497;93.305;97.971;97.971;97.971;102.869;165.876;121.643;121.643;133.807;147.188;161.907;256.218;187.893;187.893;210.440;210.440;239.902;359.853;275.887;311.752;342.927;387.508;422.384;703.269;586.058;703.269;787.661;870.366;939.995;1.466.393;977.595;1.075.355;1.075.355;1.161.383;1.161.383;1.776.917;1.267.537;1.267.537;1.297.958;1.344.684;1.344.684;2.057.363;1.419.580;1.419.580;1.419.580;1.518.951;1.518.951;2.278.427;1.518.951;1.518.951;1.518.951;1.518.951;1.518.951;2.278.427;1.518.951;1.518.951;1.518.951;1.518.951;1.518.951;2.278.427;
VIAJANTE 10° AÑO;9.339;9.806;9.806;10.345;10.345;16.403;10.935;11.646;11.646;12.426;12.426;18.639;12.426;13.048;13.048;13.700;13.700;21.824;14.549;15.773;15.773;15.773;17.035;25.553;17.035;17.716;17.716;18.425;18.425;19.280;19.280;20.244;20.244;21.380;21.380;32.070;21.380;22.876;22.876;22.876;22.876;35.918;24.587;25.656;25.656;26.725;27.366;42.332;29.932;32.027;32.027;33.949;33.949;53.012;35.341;37.461;37.461;39.596;41.892;62.838;44.825;44.825;49.307;49.307;51.773;77.660;54.361;54.361;57.080;57.080;60.504;90.756;64.740;67.977;67.977;67.977;71.375;107.063;78.513;78.513;84.244;84.244;90.394;135.591;96.948;101.795;101.795;101.795;106.885;172.352;126.391;126.391;139.031;152.934;168.227;266.219;195.227;195.227;218.655;218.655;249.267;373.901;286.657;323.922;356.314;402.635;438.873;730.724;608.936;730.724;818.411;904.343;976.691;1.523.639;1.015.759;1.117.334;1.117.334;1.206.721;1.206.721;1.846.283;1.317.015;1.317.015;1.348.623;1.397.174;1.397.174;2.137.676;1.474.996;1.474.996;1.474.996;1.578.246;1.578.246;2.367.369;1.578.246;1.578.246;1.578.246;1.578.246;1.578.246;2.367.369;1.578.246;1.578.246;1.578.246;1.578.246;1.578.246;2.367.369;
VIAJATE 15° AÑO;9.784;10.273;10.273;10.838;10.838;17.184;11.456;12.201;12.201;13.018;13.018;19.527;13.018;13.669;13.669;14.352;14.352;22.863;15.242;16.524;16.524;16.524;17.846;26.769;17.846;18.560;18.560;19.302;19.302;20.198;20.198;21.208;21.208;22.398;22.398;33.597;22.398;23.965;23.965;23.965;23.965;37.628;25.757;26.877;26.877;27.997;28.669;44.348;31.357;33.338;33.338;35.338;35.338;55.181;36.787;39.244;39.244;41.481;43.887;65.831;46.959;46.959;51.655;51.655;54.238;81.357;56.949;56.949;59.797;59.797;63.385;95.078;67.822;71.213;71.213;71.213;74.773;112.160;82.251;82.251;88.255;88.255;94.698;142.047;101.563;106.641;106.641;106.641;111.973;180.557;132.409;132.409;145.650;160.214;176.236;278.894;204.522;204.522;229.064;229.064;261.133;391.700;300.303;339.342;373.277;421.802;459.765;765.509;637.924;765.509;846.170;947.394;1.023.186;1.596.170;1.064.113;1.170.524;1.170.524;1.264.166;1.264.166;1.934.024;1.379.711;1.379.711;1.412.824;1.463.686;1.463.686;2.239.439;1.545.213;1.545.213;1.545.213;1.653.378;1.653.378;2.480.067;1.653.378;1.653.378;1.653.378;1.653.378;1.653.378;2.480.067;1.653.378;1.653.378;1.653.378;1.653.378;1.653.378;2.480.067;
VIAJANTE 20° AÑO;10.211;10.722;10.722;11.311;11.311;17.934;11.956;12.733;12.733;13.586;13.586;20.379;13.586;14.265;14.265;14.979;14.979;23.861;15.907;17.245;17.245;17.245;18.625;27.938;18.625;19.370;19.370;20.145;20.145;21.080;21.080;22.133;22.133;23.375;23.375;35.063;23.375;25.011;25.011;25.011;25.011;39.270;26.881;28.050;28.050;29.219;29.920;46.283;32.725;35.016;35.016;37.117;37.117;57.959;38.639;40.957;40.957;43.292;45.803;68.705;49.009;49.009;53.910;53.910;56.605;84.908;59.435;59.435;62.407;62.407;68.152;102.228;70.782;74.321;74.321;74.321;78.037;117.056;85.841;85.841;92.107;92.107;98.831;148.247;105.997;111.296;111.296;111.296;116.861;188.439;138.188;138.188;152.007;167.208;183.929;291.068;213.449;213.449;239.063;239.063;272.532;408.798;313.412;354.156;389.572;440.216;479.835;798.926;665.771;798.725;894.796;988.750;1.067.850;1.665.846;1.110.564;1.221.620;1.221.620;1.319.350;1.319.350;2.018.606;1.439.939;1.439.939;1.474.498;1.527.579;1.527.579;2.337.197;1.612.665;1.612.665;1.612.665;1.725.552;1.725.552;2.588.328;1.725.552;1.725.552;1.725.552;1.725.552;1.725.552;2.588.328;1.725.552;1.725.552;1.725.552;1.725.552;1.725.552;2.588.328;
ASESORES Y PROMOT. TECNICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASESOR TECNICO ;9.678;10.162;10.162;10.721;10.721;16.998;11.332;12.068;12.068;12.877;12.877;19.316;12.877;13.521;13.521;14.197;14.197;22.616;15.077;16.345;16.345;16.345;17.653;26.480;17.653;18.359;18.359;19.093;19.093;19.979;19.979;20.978;20.978;22.155;22.155;33.233;22.155;23.706;23.706;23.706;23.706;37.221;25.479;26.586;26.586;27.694;28.359;43.868;31.017;33.188;33.188;35.179;35.179;54.932;36.621;38.820;38.820;41.032;43.412;65.118;46.451;46.451;51.096;51.096;53.651;80.477;56.324;56.324;59.150;59.150;62.699;94.049;67.088;70.443;70.443;70.443;73.965;1.109.489;81.361;81.361;87.301;87.301;93.674;140.511;100.465;105.488;105.488;105.488;110.763;178.605;130.977;130.977;144.074;158.482;174.330;275.877;202.310;202.310;226.587;226.587;258.309;387.464;297.055;335.672;369.239;417.240;454.792;757.229;631.024;757.229;848.096;937.146;1.012.118;1.578.903;1.052.602;1.157.863;1.157.863;1.250.492;1.250.492;1.913.253;1.364.787;1.364.787;1.397.542;1.447.853;1.447.853;2.215.215;1.528.499;1.528.499;1.528.499;1.635.494;1.635.494;2.453.241;1.635.494;1.635.494;1.635.494;1.635.494;1.635.494;2.453.241;1.635.494;1.635.494;1.635.494;1.635.494;1.635.494;2.453.241;
ASESOR TECNICO 1° AÑO;8.668;9.101;9.101;9.602;9.602;15.224;10.149;10.809;10.809;11.533;11.533;17.300;11.533;12.109;12.109;12.715;12.715;20.255;13.503;14.639;14.639;14.639;15.810;23.715;15.810;16.442;16.442;17.100;17.100;17.894;17.894;18.788;18.788;19.842;19.842;29.763;19.842;25.379;25.379;25.379;25.379;39.848;27.277;28.463;28.463;29.649;30.360;46.964;33.207;35.531;35.531;37.663;37.663;58.811;39.207;41.560;41.560;43.929;46.476;69.714;49.730;49.730;54.703;54.703;57.438;86.157;60.310;60.310;63.325;63.325;67.125;100.688;71.823;75.415;75.415;75.415;79.185;118.778;87.104;87.104;93.463;93.463;100.285;150.428;107.556;112.934;112.934;112.934;118.580;191.211;140.221;140.221;154.244;169.668;186.635;295.350;216.590;216.590;242.580;242.580;276.541;414.812;318.022;359.365;395.302;446.691;486.893;810.677;675.564;810.677;907.958;1.003.293;1.083.557;1.690.349;1.126.899;1.239.589;1.239.589;1.338.756;1.338.756;2.048.297;1.412.959;1.412.959;1.446.870;1.498.957;1.498.957;2.371.574;1.636.386;1.636.386;1.636.386;1.750.933;1.750.933;2.626.400;1.750.933;1.750.933;1.750.933;1.750.933;1.750.933;2.626.400;1.750.933;1.750.933;1.750.933;1.750.933;1.750.933;2.626.400;
ASESOR TECNICO 2° AÑO;10.361;10.879;10.879;11.477;11.477;18.198;12.132;12.920;12.920;13.786;13.786;20.679;13.786;14.475;14.475;15.199;15.199;24.212;16.141;17.499;17.499;17.499;18.899;28.349;18.899;19.655;19.655;20.441;20.441;21.390;21.390;22.459;22.459;23.719;23.719;35.579;23.719;25.379;25.379;25.379;25.379;42.035;28.774;30.025;30.025;31.276;32.026;49.541;35.029;37.481;37.481;39.730;39.730;62.039;41.359;43.840;43.840;46.339;49.027;73.541;52.458;52.458;57.704;57.704;60.590;90.885;63.619;63.619;66.800;66.800;70.808;106.212;75.764;79.553;79.553;79.553;83.530;125.295;91.883;91.883;98.591;98.591;105.788;158.682;113.558;119.131;119.131;119.131;125.087;201.704;147.915;147.915;162.707;178.978;196.875;311.556;228.474;228.474;255.891;255.891;291.716;437.574;335.473;379.084;416.992;471.201;513.610;855.161;712.634;855.761;958.453;1.058.347;1.143.015;1.783.104;1.188.736;1.307.609;1.307.609;1.412.218;1.412.218;2.160.693;1.461.119;1.461.119;1.496.186;1.550.049;1.550.049;2.501.709;1.726.179;1.726.179;1.726.179;1.847.012;1.847.012;2.770.518;1.847.012;1.847.012;1.847.012;1.847.012;1.847.012;2.770.518;1.847.012;1.847.012;1.847.012;1.847.012;1.847.012;2.770.518;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
